     Bruto   AliqINSS   Val.INSS  Base I.R.     AliqIR     Val.IR    Liquido
   6665.00         14     742.70    5922.30      27.50     732.63    5189.67
   6665.00         14     742.70    5922.30      27.50     732.63    5189.67
   6665.00         14     742.70    5922.30      27.50     732.63    5189.67
   6666.00         14     742.84    5923.16      27.50     732.87    5190.29
   6666.00         14     742.84    5923.16      27.50     732.87    5190.29
   6667.00         14     742.98    5924.02      27.50     733.11    5190.91
   6667.00         14     742.98    5924.02      27.50     733.11    5190.91
   6668.00         14     743.12    5924.88      27.50     733.34    5191.54
   6668.00         14     743.12    5924.88      27.50     733.34    5191.54
   6669.00         14     743.26    5925.74      27.50     733.58    5192.16
   6669.00         14     743.26    5925.74      27.50     733.58    5192.16
   6672.00         14     743.68    5928.32      27.50     734.29    5194.03
   6672.00         14     743.68    5928.32      27.50     734.29    5194.03
   6672.00         14     743.68    5928.32      27.50     734.29    5194.03
   6672.00         14     743.68    5928.32      27.50     734.29    5194.03
   6674.00         14     743.96    5930.04      27.50     734.76    5195.28
   6674.00         14     743.96    5930.04      27.50     734.76    5195.28
   6675.00         14     744.10    5930.90      27.50     735.00    5195.90
   6675.00         14     744.10    5930.90      27.50     735.00    5195.90
   6675.00         14     744.10    5930.90      27.50     735.00    5195.90
   6676.00         14     744.24    5931.76      27.50     735.23    5196.53
   6679.00         14     744.66    5934.34      27.50     735.94    5198.40
   6680.00         14     744.80    5935.20      27.50     736.18    5199.02
   6681.00         14     744.94    5936.06      27.50     736.42    5199.64
   6684.00         14     745.36    5938.64      27.50     737.13    5201.51
   6686.00         14     745.64    5940.36      27.50     737.60    5202.76
   6686.00         14     745.64    5940.36      27.50     737.60    5202.76
   6689.00         14     746.06    5942.94      27.50     738.31    5204.63
   6692.00         14     746.48    5945.52      27.50     739.02    5206.50
   6694.00         14     746.76    5947.24      27.50     739.49    5207.75
   6694.00         14     746.76    5947.24      27.50     739.49    5207.75
   6695.00         14     746.90    5948.10      27.50     739.73    5208.37
   6695.00         14     746.90    5948.10      27.50     739.73    5208.37
   6696.00         14     747.04    5948.96      27.50     739.96    5209.00
   6698.00         14     747.32    5950.68      27.50     740.44    5210.24
   6698.00         14     747.32    5950.68      27.50     740.44    5210.24
   6700.00         14     747.60    5952.40      27.50     740.91    5211.49
   6702.00         14     747.88    5954.12      27.50     741.38    5212.74
   6703.00         14     748.02    5954.98      27.50     741.62    5213.36
   6704.00         14     748.16    5955.84      27.50     741.86    5213.98
   6704.00         14     748.16    5955.84      27.50     741.86    5213.98
   6704.00         14     748.16    5955.84      27.50     741.86    5213.98
   6704.00         14     748.16    5955.84      27.50     741.86    5213.98
   6704.00         14     748.16    5955.84      27.50     741.86    5213.98
   6707.00         14     748.58    5958.42      27.50     742.57    5215.85
   6707.00         14     748.58    5958.42      27.50     742.57    5215.85
   6708.00         14     748.72    5959.28      27.50     742.80    5216.48
   6708.00         14     748.72    5959.28      27.50     742.80    5216.48
   6708.00         14     748.72    5959.28      27.50     742.80    5216.48
   6708.00         14     748.72    5959.28      27.50     742.80    5216.48
   6710.00         14     749.00    5961.00      27.50     743.28    5217.72
   6713.00         14     749.42    5963.58      27.50     743.98    5219.60
   6714.00         14     749.56    5964.44      27.50     744.22    5220.22
   6714.00         14     749.56    5964.44      27.50     744.22    5220.22
   6714.00         14     749.56    5964.44      27.50     744.22    5220.22
   6717.00         14     749.98    5967.02      27.50     744.93    5222.09
   6717.00         14     749.98    5967.02      27.50     744.93    5222.09
   6718.00         14     750.12    5967.88      27.50     745.17    5222.71
   6719.00         14     750.26    5968.74      27.50     745.40    5223.34
   6720.00         14     750.40    5969.60      27.50     745.64    5223.96
   6720.00         14     750.40    5969.60      27.50     745.64    5223.96
   6720.00         14     750.40    5969.60      27.50     745.64    5223.96
   6721.00         14     750.54    5970.46      27.50     745.88    5224.58
   6722.00         14     750.68    5971.32      27.50     746.11    5225.21
   6724.00         14     750.96    5973.04      27.50     746.59    5226.45
   6726.00         14     751.24    5974.76      27.50     747.06    5227.70
   6726.00         14     751.24    5974.76      27.50     747.06    5227.70
   6727.00         14     751.38    5975.62      27.50     747.30    5228.32
   6729.00         14     751.66    5977.34      27.50     747.77    5229.57
   6731.00         14     751.94    5979.06      27.50     748.24    5230.82
   6732.00         14     752.08    5979.92      27.50     748.48    5231.44
   6732.00         14     752.08    5979.92      27.50     748.48    5231.44
   6732.00         14     752.08    5979.92      27.50     748.48    5231.44
   6733.00         14     752.22    5980.78      27.50     748.71    5232.07
   6737.00         14     752.78    5984.22      27.50     749.66    5234.56
   6737.00         14     752.78    5984.22      27.50     749.66    5234.56
   6737.00         14     752.78    5984.22      27.50     749.66    5234.56
   6737.00         14     752.78    5984.22      27.50     749.66    5234.56
   6738.00         14     752.92    5985.08      27.50     749.90    5235.18
   6738.00         14     752.92    5985.08      27.50     749.90    5235.18
   6738.00         14     752.92    5985.08      27.50     749.90    5235.18
   6739.00         14     753.06    5985.94      27.50     750.13    5235.81
   6740.00         14     753.20    5986.80      27.50     750.37    5236.43
   6741.00         14     753.34    5987.66      27.50     750.61    5237.05
   6741.00         14     753.34    5987.66      27.50     750.61    5237.05
   6743.00         14     753.62    5989.38      27.50     751.08    5238.30
   6743.00         14     753.62    5989.38      27.50     751.08    5238.30
   6743.00         14     753.62    5989.38      27.50     751.08    5238.30
   6744.00         14     753.76    5990.24      27.50     751.32    5238.92
   6744.00         14     753.76    5990.24      27.50     751.32    5238.92
   6745.00         14     753.90    5991.10      27.50     751.55    5239.55
   6746.00         14     754.04    5991.96      27.50     751.79    5240.17
   6746.00         14     754.04    5991.96      27.50     751.79    5240.17
   6747.00         14     754.18    5992.82      27.50     752.03    5240.79
   6747.00         14     754.18    5992.82      27.50     752.03    5240.79
   6749.00         14     754.46    5994.54      27.50     752.50    5242.04
   6749.00         14     754.46    5994.54      27.50     752.50    5242.04
   6750.00         14     754.60    5995.40      27.50     752.74    5242.66
   6750.00         14     754.60    5995.40      27.50     752.74    5242.66
   6751.00         14     754.74    5996.26      27.50     752.97    5243.29
   6755.00         14     755.30    5999.70      27.50     753.92    5245.78
   6755.00         14     755.30    5999.70      27.50     753.92    5245.78
   6756.00         14     755.44    6000.56      27.50     754.15    5246.41
   6757.00         14     755.58    6001.42      27.50     754.39    5247.03
   6758.00         14     755.72    6002.28      27.50     754.63    5247.65
   6759.00         14     755.86    6003.14      27.50     754.86    5248.28
   6760.00         14     756.00    6004.00      27.50     755.10    5248.90
   6761.00         14     756.14    6004.86      27.50     755.34    5249.52
   6761.00         14     756.14    6004.86      27.50     755.34    5249.52
   6761.00         14     756.14    6004.86      27.50     755.34    5249.52
   6762.00         14     756.28    6005.72      27.50     755.57    5250.15
   6763.00         14     756.42    6006.58      27.50     755.81    5250.77
   6764.00         14     756.56    6007.44      27.50     756.05    5251.39
   6765.00         14     756.70    6008.30      27.50     756.28    5252.02
   6766.00         14     756.84    6009.16      27.50     756.52    5252.64
   6767.00         14     756.98    6010.02      27.50     756.76    5253.26
   6767.00         14     756.98    6010.02      27.50     756.76    5253.26
   6770.00         14     757.40    6012.60      27.50     757.47    5255.13
   6770.00         14     757.40    6012.60      27.50     757.47    5255.13
   6771.00         14     757.54    6013.46      27.50     757.70    5255.76
